team1,team2,outcome
"['Grimmsnarl', 'Thundurus', 'Archaludon', 'Rillaboom', 'Arcanine-Hisui', 'Annihilape']","['Tornadus', 'Landorus', 'Thundurus-Therian', 'Urshifu-*', 'Archaludon', 'Amoonguss']",1
"['Farigiraf', 'Lilligant', 'Iron Hands', 'Flutter Mane', 'Torkoal', 'Kingambit']","['Zapdos-Galar', 'Glimmora', 'Tyranitar', 'Excadrill', 'Houndstone', 'Iron Jugulis']",1
"['Muk-Alola', 'Smeargle', 'Flamigo', 'Latias', 'Sinistcha', 'Incineroar']","['Primeape', 'Rillaboom', 'Oranguru', 'Infernape', 'Annihilape', 'Munkidori']",1
"['Regidrago', 'Indeedee-F', 'Armarouge', 'Ursaluna', 'Torkoal', 'Lilligant-Hisui']","['Tornadus', 'Walking Wake', 'Flutter Mane', 'Chi-Yu', 'Urshifu-*', 'Articuno-Galar']",0
"['Chi-Yu', 'Flutter Mane', 'Indeedee-F', 'Iron Hands', 'Armarouge', 'Ogerpon-Wellspring']","['Ursaluna-Bloodmoon', 'Tornadus', 'Farigiraf', 'Iron Hands', 'Ogerpon-Hearthflame', 'Urshifu-*']",1
"['Moltres-Galar', 'Raichu', 'Chien-Pao', 'Arcanine-Hisui', 'Flutter Mane', 'Ogerpon-Wellspring']","['Iron Hands', 'Gyarados', 'Baxcalibur', 'Arcanine', 'Braviary', 'Grimmsnarl']",1
"['Milotic', 'Mismagius', 'Illumise', 'Tsareena', 'Gardevoir', 'Salazzle']","['Flutter Mane', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Chien-Pao', 'Tornadus']",1
"['Trevenant', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Torkoal', 'Incineroar', 'Enamorus-Therian']","['Iron Treads', 'Annihilape', 'Ogerpon-Wellspring', 'Raging Bolt', 'Incineroar', 'Tornadus']",0
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Pelipper', 'Basculegion', 'Landorus', 'Whimsicott', 'Archaludon', 'Electabuzz']",1
"['Cetitan', 'Kommo-o', 'Sinistcha-Masterpiece', 'Iron Hands', 'Incineroar', 'Flutter Mane']","['Raging Bolt', 'Urshifu-*', 'Tornadus', 'Scizor', 'Kingdra', 'Torterra']",0
"['Clefable', 'Indeedee-F', 'Torkoal', 'Hatterene', 'Wo-Chien', 'Glimmora']","['Amoonguss', 'Thundurus', 'Chien-Pao', 'Entei', 'Raging Bolt', 'Landorus']",0
"['Whimsicott', 'Terrakion', 'Flutter Mane', 'Incineroar', 'Zapdos', 'Milotic']","['Registeel', 'Raging Bolt', 'Chien-Pao', 'Urshifu-*', 'Rillaboom', 'Iron Moth']",1
"['Shiftry', 'Kommo-o', 'Farigiraf', 'Entei', 'Gyarados', 'Snorlax']","['Iron Hands', 'Gyarados', 'Baxcalibur', 'Arcanine', 'Braviary', 'Grimmsnarl']",1
"['Murkrow', 'Kingambit', 'Gastrodon-East', 'Arcanine-Hisui', 'Farigiraf', 'Annihilape']","['Meowscarada', 'Baxcalibur', 'Incineroar', 'Flutter Mane', 'Suicune', 'Landorus']",0
"['Hydreigon', 'Arcanine-Hisui', 'Sylveon', 'Sneasler', 'Milotic', 'Illumise']","['Raging Bolt', 'Torkoal', 'Flutter Mane', 'Tornadus', 'Incineroar', 'Lilligant-Hisui']",1
"['Urshifu-*', 'Heatran', 'Flutter Mane', 'Rillaboom', 'Chien-Pao', 'Pikachu']","['Indeedee-F', 'Hatterene', 'Torkoal', 'Gallade', 'Ursaluna', 'Ogerpon-Cornerstone']",1
"['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Vaporeon', 'Incineroar', 'Rillaboom', 'Maushold', 'Comfey', 'Annihilape']",0
"['Incineroar', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Raging Bolt', 'Metagross', 'Urshifu-*']","['Urshifu-*', 'Heatran', 'Flutter Mane', 'Rillaboom', 'Chien-Pao', 'Pikachu']",1
"['Incineroar', 'Ursaluna', 'Cresselia', 'Torkoal', 'Flutter Mane', 'Lilligant']","['Tornadus', 'Archaludon', 'Tyranitar', 'Excadrill', 'Ogerpon-Wellspring', 'Flutter Mane']",0
"['Flutter Mane', 'Weezing', 'Chien-Pao', 'Incineroar', 'Ogerpon-Wellspring', 'Iron Hands']","['Flutter Mane', 'Urshifu-*', 'Landorus', 'Iron Crown', 'Whimsicott', 'Arcanine-Hisui']",0
"['Incineroar', 'Ting-Lu', 'Porygon2', 'Kommo-o', 'Amoonguss', 'Flutter Mane']","['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']",0
"['Samurott-Hisui', 'Tornadus', 'Landorus', 'Ogerpon-Hearthflame', 'Flutter Mane', 'Rillaboom']","['Kingambit', 'Dragapult', 'Blaziken', 'Cresselia', 'Politoed', 'Amoonguss']",0
"['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']","['Whimsicott', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Incineroar', 'Gholdengo', 'Baxcalibur']",1
"['Flutter Mane', 'Regieleki', 'Roaring Moon', 'Ogerpon-Wellspring', 'Incineroar', 'Amoonguss']","['Ogerpon-Wellspring', 'Flutter Mane', 'Tornadus', 'Incineroar', 'Raging Bolt', 'Urshifu-*']",1
"['Chien-Pao', 'Dragonite', 'Gouging Fire', 'Garganacl', 'Ogerpon-Wellspring', 'Raging Bolt']","['Landorus', 'Chien-Pao', 'Rillaboom', 'Urshifu-*', 'Incineroar']",1
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']",0
"['Chien-Pao', 'Dragonite', 'Gouging Fire', 'Garganacl', 'Ogerpon-Wellspring', 'Raging Bolt']","['Landorus', 'Chien-Pao', 'Rillaboom', 'Urshifu-*', 'Incineroar']",1
"['Flutter Mane', 'Urshifu-*', 'Incineroar', 'Rillaboom', 'Archaludon', 'Ogerpon-Hearthflame']","['Malamar', 'Incineroar', 'Okidogi', 'Clefairy', 'Sinistcha', 'Araquanid']",0
"['Incineroar', 'Ursaluna', 'Cresselia', 'Torkoal', 'Flutter Mane', 'Lilligant']","['Flutter Mane', 'Chi-Yu', 'Cresselia', 'Tornadus', 'Ursaluna', 'Walking Wake']",0
"['Landorus', 'Kingambit', 'Gouging Fire', 'Tornadus', 'Urshifu-*', 'Thundurus-Therian']","['Primeape', 'Rillaboom', 'Oranguru', 'Infernape', 'Annihilape', 'Munkidori']",1
"['Cyclizar', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Flutter Mane', 'Urshifu-*']","['Iron Hands', 'Tornadus', 'Ursaluna-Bloodmoon', 'Ogerpon-Hearthflame', 'Farigiraf', 'Urshifu-*']",1
"['Ninetales-Alola', 'Roaring Moon', 'Gholdengo', 'Rillaboom', 'Arcanine-Hisui', 'Amoonguss']","['Tornadus', 'Gholdengo', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Raging Bolt', 'Dragonite']",0
"['Tornadus', 'Typhlosion-Hisui', 'Gyarados', 'Indeedee-F', 'Iron Crown', 'Urshifu-*']","['Empoleon', 'Iron Valiant', 'Arcanine', 'Ninetales-Alola', 'Roaring Moon', 'Hydrapple']",1
"['Incineroar', 'Farigiraf', 'Gouging Fire', 'Rillaboom', 'Urshifu-*', 'Flutter Mane']","['Zoroark-Hisui', 'Talonflame', 'Gastrodon', 'Clefairy', 'Ogerpon-Cornerstone', 'Medicham']",1
"['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Misdreavus', 'Ursaluna', 'Comfey', 'Araquanid', 'Hydrapple', 'Incineroar']",0
"['Tornadus', 'Incineroar', 'Rillaboom', 'Flutter Mane', 'Articuno-Galar', 'Chien-Pao']","['Glimmora', 'Whimsicott', 'Goodra-Hisui', 'Incineroar', 'Gastrodon-East', 'Sinistcha']",1
"['Chien-Pao', 'Dragonite', 'Flutter Mane', 'Okidogi', 'Gouging Fire', 'Ogerpon-Wellspring']","['Incineroar', 'Ursaluna', 'Cresselia', 'Torkoal', 'Flutter Mane', 'Lilligant']",1
"['Glimmora', 'Flutter Mane', 'Moltres', 'Overqwil', 'Okidogi', 'Baxcalibur']","['Hitmontop', 'Gholdengo', 'Dragonite', 'Urshifu-*', 'Rillaboom', 'Ninetales-Alola']",1
"['Wigglytuff', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Iron Hands', 'Tornadus', 'Urshifu-*']","['Walking Wake', 'Torkoal', 'Farigiraf', 'Flutter Mane', 'Incineroar', 'Tornadus']",1
"['Porygon-Z', 'Landorus', 'Incineroar', 'Amoonguss', 'Flutter Mane', 'Urshifu-*']","['Incineroar', 'Raging Bolt', 'Urshifu-*', 'Chien-Pao', 'Rillaboom', 'Landorus']",0
"['Flutter Mane', 'Incineroar', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Ogerpon-Wellspring']","['Dondozo', 'Flamigo', 'Flutter Mane', 'Tatsugiri', 'Torkoal', 'Lilligant-Hisui']",0
"['Smeargle', 'Volbeat', 'Heatran', 'Raging Bolt', 'Ogerpon-Wellspring', 'Urshifu-*']","['Flutter Mane', 'Ogerpon-Hearthflame', 'Chien-Pao', 'Urshifu-*', 'Whimsicott', 'Glimmora']",0
"['Whimsicott', 'Enamorus', 'Farigiraf', 'Urshifu-*', 'Raging Bolt', 'Arcanine-Hisui']","['Zapdos-Galar', 'Glimmora', 'Tyranitar', 'Excadrill', 'Houndstone', 'Amoonguss']",0
"['Toxicroak', 'Empoleon', 'Salamence', 'Flutter Mane', 'Arcanine-Hisui', 'Ogerpon-Wellspring']","['Incineroar', 'Urshifu-*', 'Rillaboom', 'Raging Bolt', 'Chien-Pao', 'Landorus']",0
"['Urshifu-*', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Chi-Yu', 'Raging Bolt']","['Weezing-Galar', 'Brambleghast', 'Roaring Moon', 'Farigiraf', 'Landorus', 'Ogerpon-Hearthflame']",0
"['Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Farigiraf', 'Flutter Mane', 'Torkoal', 'Urshifu-*']","['Primeape', 'Rillaboom', 'Oranguru', 'Infernape', 'Annihilape', 'Munkidori']",1
"['Cresselia', 'Incineroar', 'Archaludon', 'Primarina', 'Rillaboom', 'Glastrier']","['Flutter Mane', 'Chi-Yu', 'Cresselia', 'Tornadus', 'Ursaluna', 'Walking Wake']",1
"['Hydreigon', 'Arcanine-Hisui', 'Sylveon', 'Sneasler', 'Milotic', 'Illumise']","['Incineroar', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Raging Bolt', 'Metagross', 'Urshifu-*']",1
"['Blastoise', 'Iron Jugulis', 'Metagross', 'Raging Bolt', 'Arcanine-Hisui', 'Clefairy']","['Indeedee-F', 'Hatterene', 'Torkoal', 'Gallade', 'Ursaluna', 'Ogerpon-Cornerstone']",0
"['Incineroar', 'Decidueye-Hisui', 'Iron Bundle', 'Amoonguss', 'Ursaluna', 'Cresselia']","['Flutter Mane', 'Gouging Fire', 'Whimsicott', 'Landorus', 'Urshifu-*', 'Ogerpon-Wellspring']",0
"['Glimmora', 'Flutter Mane', 'Moltres', 'Overqwil', 'Okidogi', 'Baxcalibur']","['Roaring Moon', 'Incineroar', 'Amoonguss', 'Flutter Mane', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Flutter Mane', 'Incineroar', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Ogerpon-Wellspring']","['Chien-Pao', 'Raging Bolt', 'Gouging Fire', 'Rillaboom', 'Empoleon', 'Ting-Lu']",1
"['Farigiraf', 'Annihilape', 'Ursaluna-Bloodmoon', 'Amoonguss', 'Gholdengo', 'Urshifu-*']","['Basculegion', 'Pelipper', 'Rillaboom', 'Landorus', 'Urshifu-*', 'Archaludon']",0
"['Lurantis', 'Rillaboom', 'Murkrow', 'Heatran', 'Grimmsnarl', 'Iron Bundle']","['Primarina', 'Porygon2', 'Ogerpon-Wellspring', 'Rillaboom', 'Raging Bolt', 'Heatran']",0
"['Regieleki', 'Rillaboom', 'Gouging Fire', 'Ogerpon-Cornerstone', 'Landorus', 'Urshifu-*']","['Torkoal', 'Flutter Mane', 'Tornadus', 'Incineroar', 'Walking Wake', 'Rhyperior']",0
"['Incineroar', 'Decidueye-Hisui', 'Iron Bundle', 'Amoonguss', 'Ursaluna', 'Cresselia']","['Torkoal', 'Indeedee-F', 'Ursaluna', 'Hatterene', 'Gallade', 'Urshifu-*']",0
"['Walking Wake', 'Roaring Moon', 'Torkoal', 'Lilligant-Hisui', 'Flutter Mane', 'Glimmora']","['Ogerpon-Hearthflame', 'Farigiraf', 'Flutter Mane', 'Raging Bolt', 'Vikavolt', 'Rillaboom']",0
"['Gastrodon', 'Torkoal', 'Charizard', 'Lilligant-Hisui', 'Sylveon', 'Rhyperior']","['Glimmora', 'Flutter Mane', 'Moltres', 'Overqwil', 'Okidogi', 'Baxcalibur']",1
"['Weezing-Galar', 'Brambleghast', 'Roaring Moon', 'Farigiraf', 'Landorus', 'Ogerpon-Hearthflame']","['Smeargle', 'Volbeat', 'Heatran', 'Raging Bolt', 'Ogerpon-Wellspring', 'Urshifu-*']",0
"['Poliwrath', 'Mienshao', 'Dragapult', 'Whimsicott', 'Clefairy', 'Glastrier']","['Kommo-o', 'Sinistcha', 'Tornadus', 'Politoed', 'Iron Valiant', 'Landorus-Therian']",0
"['Hydrapple', 'Araquanid', 'Kingambit', 'Incineroar', 'Flutter Mane', 'Porygon2']","['Ambipom', 'Talonflame', 'Carbink', 'Lapras', 'Iron Leaves', 'Iron Treads']",1
"['Misdreavus', 'Ursaluna', 'Arcanine', 'Comfey', 'Araquanid', 'Hydrapple']","['Landorus', 'Kingambit', 'Gouging Fire', 'Tornadus', 'Urshifu-*', 'Thundurus-Therian']",1
"['Heatran', 'Iron Leaves', 'Thundurus', 'Comfey', 'Flutter Mane', 'Raging Bolt']","['Ogerpon-Wellspring', 'Urshifu-*', 'Smeargle', 'Arcanine-Hisui', 'Flutter Mane', 'Tornadus']",1
"['Tyranitar', 'Excadrill', 'Corviknight', 'Ogerpon-Wellspring', 'Amoonguss', 'Flutter Mane']","['Iron Valiant', 'Gallade', 'Spectrier', 'Incineroar', 'Primarina', 'Ogerpon']",0
"['Regice', 'Ninetales-Alola', 'Milotic', 'Rillaboom', 'Arcanine-Hisui', 'Raging Bolt']","['Archaludon', 'Whimsicott', 'Terrakion', 'Pelipper', 'Basculegion', 'Arcanine']",1
"['Indeedee-F', 'Archaludon', 'Incineroar', 'Exeggutor-Alola', 'Torkoal', 'Urshifu-*']","['Urshifu-*', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Chi-Yu', 'Raging Bolt']",0
"['Torkoal', 'Orthworm', 'Raging Bolt', 'Flutter Mane', 'Ogerpon-Cornerstone', 'Landorus']","['Farigiraf', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Ogerpon-Hearthflame']",1
"['Regigigas', 'Weezing-Galar', 'Regieleki', 'Amoonguss', 'Farigiraf', 'Dragapult']","['Glastrier', 'Uxie', 'Annihilape', 'Tyranitar', 'Primarina', 'Moltres']",1
"['Flutter Mane', 'Chi-Yu', 'Ogerpon-Wellspring', 'Glimmora', 'Urshifu-*', 'Tornadus']","['Ursaluna-Bloodmoon', 'Incineroar', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Farigiraf']",0
"['Abomasnow', 'Rotom-Frost', 'Kilowattrel', 'Garchomp', 'Arcanine', 'Gholdengo']","['Regidrago', 'Farigiraf', 'Ogerpon-Hearthflame', 'Incineroar', 'Ursaluna-Bloodmoon', 'Urshifu-*']",1
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Iron Crown', 'Indeedee-F', 'Urshifu-*', 'Tornadus', 'Regidrago', 'Ogerpon-Hearthflame']",0
"['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']","['Torkoal', 'Roaring Moon', 'Incineroar', 'Flutter Mane', 'Raging Bolt', 'Tornadus']",0
"['Whimsicott', 'Landorus', 'Incineroar', 'Kingambit', 'Oranguru', 'Clawitzer']","['Flutter Mane', 'Archaludon', 'Urshifu-*', 'Arcanine-Hisui', 'Tornadus', 'Grimmsnarl']",1
"['Chien-Pao', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Hearthflame', 'Raging Bolt', 'Urshifu-*']","['Chi-Yu', 'Tornadus', 'Ninetales', 'Articuno-Galar', 'Indeedee', 'Walking Wake']",1
"['Electabuzz', 'Bellossom', 'Incineroar', 'Metagross', 'Landorus', 'Araquanid']","['Ninetales-Alola', 'Empoleon', 'Landorus', 'Sinistcha', 'Urshifu-*', 'Incineroar']",1
"['Dondozo', 'Tatsugiri', 'Flamigo', 'Gouging Fire', 'Scream Tail', 'Ting-Lu']","['Glimmora', 'Flutter Mane', 'Moltres', 'Overqwil', 'Okidogi', 'Baxcalibur']",1
"['Whimsicott', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Incineroar', 'Gholdengo', 'Baxcalibur']","['Archaludon', 'Whimsicott', 'Terrakion', 'Pelipper', 'Basculegion', 'Arcanine']",1
"['Farigiraf', 'Iron Hands', 'Kingambit', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Raging Bolt']","['Raging Bolt', 'Landorus', 'Flutter Mane', 'Whimsicott', 'Urshifu-*', 'Incineroar']",1
"['Urshifu-*', 'Gouging Fire', 'Farigiraf', 'Chien-Pao', 'Falinks', 'Ursaluna-Bloodmoon']","['Porygon2', 'Incineroar', 'Ursaluna-Bloodmoon', 'Armarouge', 'Amoonguss', 'Iron Boulder']",0
"['Toxicroak', 'Empoleon', 'Salamence', 'Flutter Mane', 'Arcanine-Hisui', 'Ogerpon-Wellspring']","['Urshifu-*', 'Chien-Pao', 'Flutter Mane', 'Incineroar', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Kingambit', 'Amoonguss', 'Entei', 'Flutter Mane', 'Ogerpon-Wellspring', 'Chien-Pao']","['Baxcalibur', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Articuno', 'Arcanine-Hisui', 'Ninetales-Alola']",0
"['Tornadus', 'Typhlosion-Hisui', 'Umbreon', 'Indeedee-F', 'Sneasler', 'Basculegion']","['Dondozo', 'Roaring Moon', 'Gholdengo', 'Tatsugiri', 'Glimmora', 'Ogerpon-Wellspring']",1
"['Heatran', 'Rillaboom', 'Kingambit', 'Farigiraf', 'Baxcalibur', 'Urshifu-*']","['Cresselia', 'Incineroar', 'Archaludon', 'Primarina', 'Rillaboom', 'Glastrier']",1
"['Shiftry', 'Zapdos-Galar', 'Smeargle', 'Flutter Mane', 'Ogerpon-Wellspring', 'Arcanine-Hisui']","['Tornadus', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Raging Bolt', 'Dragonite', 'Roaring Moon']",0
"['Terrakion', 'Whimsicott', 'Flutter Mane', 'Ogerpon-Wellspring', 'Regieleki', 'Chi-Yu']","['Grimmsnarl', 'Swampert', 'Ogerpon-Cornerstone', 'Gastrodon-East', 'Sneasler', 'Gardevoir']",1
"['Ogerpon-Wellspring', 'Iron Hands', 'Flutter Mane', 'Espathra', 'Whimsicott', 'Sableye']","['Gastrodon', 'Torkoal', 'Charizard', 'Lilligant-Hisui', 'Sylveon', 'Rhyperior']",0
"['Roaring Moon', 'Raging Bolt', 'Torkoal', 'Chien-Pao', 'Incineroar', 'Corviknight']","['Ogerpon-Wellspring', 'Incineroar', 'Archaludon', 'Tornadus', 'Landorus', 'Politoed']",1
"['Ambipom', 'Moltres-Galar', 'Comfey', 'Ogerpon-Wellspring', 'Raging Bolt', 'Chien-Pao']","['Minior-Violet', 'Annihilape', 'Galvantula', 'Tentacruel', 'Meowscarada', 'Ogerpon-Hearthflame']",0
"['Archaludon', 'Tornadus', 'Lumineon', 'Ogerpon-Wellspring', 'Landorus', 'Kingambit']","['Abomasnow', 'Rotom-Frost', 'Kilowattrel', 'Garchomp', 'Arcanine', 'Gholdengo']",1
"['Flutter Mane', 'Urshifu-*', 'Incineroar', 'Rillaboom', 'Archaludon', 'Ogerpon-Hearthflame']","['Electabuzz', 'Bellossom', 'Incineroar', 'Metagross', 'Landorus', 'Araquanid']",1
"['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']","['Whimsicott', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Incineroar', 'Gholdengo', 'Baxcalibur']",1
"['Archaludon', 'Baxcalibur', 'Ogerpon-Hearthflame', 'Rillaboom', 'Tornadus', 'Urshifu-*']","['Gallade', 'Indeedee-F', 'Hatterene', 'Torkoal', 'Urshifu-*', 'Ursaluna']",1
"['Incineroar', 'Suicune', 'Rillaboom', 'Sableye', 'Fezandipiti', 'Iron Hands']","['Glimmora', 'Whimsicott', 'Goodra-Hisui', 'Incineroar', 'Gastrodon-East', 'Sinistcha']",1
"['Cresselia', 'Incineroar', 'Archaludon', 'Primarina', 'Rillaboom', 'Glastrier']","['Flutter Mane', 'Torkoal', 'Cresselia', 'Ursaluna', 'Incineroar', 'Lilligant']",1
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Raging Bolt', 'Urshifu-*', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Landorus-Therian']",1
"['Forretress', 'Tentacruel', 'Alcremie', 'Dragonite', 'Florges', 'Quaquaval']","['Ogerpon-Wellspring', 'Iron Hands', 'Flutter Mane', 'Espathra', 'Whimsicott', 'Sableye']",1
"['Incineroar', 'Farigiraf', 'Rillaboom', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Hearthflame']","['Ursaluna-Bloodmoon', 'Tornadus', 'Golem-Alola', 'Regidrago', 'Flutter Mane', 'Urshifu-*']",1
"['Incineroar', 'Iron Boulder', 'Urshifu-*', 'Tornadus', 'Amoonguss', 'Flutter Mane']","['Articuno', 'Ninetales-Alola', 'Dondozo', 'Tatsugiri', 'Landorus', 'Ogerpon-Wellspring']",1
"['Whimsicott', 'Enamorus', 'Farigiraf', 'Urshifu-*', 'Raging Bolt', 'Arcanine-Hisui']","['Cresselia', 'Incineroar', 'Archaludon', 'Primarina', 'Rillaboom', 'Glastrier']",1
"['Gouging Fire', 'Garchomp', 'Articuno-Galar', 'Goodra-Hisui', 'Weezing', 'Gastrodon']","['Indeedee-F', 'Armarouge', 'Stonjourner', 'Sneasler', 'Stantler', 'Milotic']",1
"['Urshifu-*', 'Magmar', 'Baxcalibur', 'Gholdengo', 'Suicune', 'Enamorus']","['Landorus', 'Gouging Fire', 'Rillaboom', 'Ogerpon-Wellspring', 'Kingambit', 'Comfey']",0
"['Glimmora', 'Tornadus', 'Urshifu-*', 'Ogerpon-Wellspring', 'Flutter Mane', 'Gouging Fire']","['Basculegion', 'Pelipper', 'Rillaboom', 'Landorus', 'Urshifu-*', 'Archaludon']",0
"['Toxicroak', 'Empoleon', 'Salamence', 'Flutter Mane', 'Arcanine-Hisui', 'Ogerpon-Wellspring']","['Tornadus', 'Glimmora', 'Urshifu-*', 'Incineroar', 'Gholdengo', 'Ogerpon-Wellspring']",0
"['Hatterene', 'Torkoal', 'Copperajah', 'Iron Hands', 'Pincurchin', 'Ursaluna-Bloodmoon']","['Whimsicott', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Incineroar', 'Gholdengo', 'Baxcalibur']",1
"['Indeedee-F', 'Armarouge', 'Enamorus-Therian', 'Araquanid', 'Slowking', 'Annihilape']","['Thundurus', 'Incineroar', 'Landorus', 'Ogerpon-Wellspring', 'Ting-Lu', 'Rillaboom']",1
"['Chi-Yu', 'Ogerpon-Wellspring', 'Uxie', 'Amoonguss', 'Indeedee-F', 'Comfey']","['Primarina', 'Ogerpon-Wellspring', 'Tornadus', 'Annihilape', 'Archaludon', 'Flutter Mane']",1
"['Shiftry', 'Zapdos-Galar', 'Smeargle', 'Flutter Mane', 'Ogerpon-Wellspring', 'Arcanine-Hisui']","['Latias', 'Dragapult', 'Entei', 'Flutter Mane', 'Thundurus', 'Empoleon']",0
"['Poliwrath', 'Mienshao', 'Dragapult', 'Whimsicott', 'Clefairy', 'Glastrier']","['Gothitelle', 'Whimsicott', 'Zoroark-Hisui', 'Ogerpon-Wellspring', 'Kingambit', 'Arcanine-Hisui']",1
"['Sinistcha', 'Raging Bolt', 'Incineroar', 'Ogerpon-Wellspring', 'Landorus', 'Kingambit']","['Porygon2', 'Ursaluna-Bloodmoon', 'Incineroar', 'Enamorus-Therian', 'Farigiraf', 'Amoonguss']",0
"['Toxtricity-Low-Key', 'Ampharos', 'Flutter Mane', 'Rillaboom', 'Raging Bolt', 'Ogerpon-Wellspring']","['Sableye', 'Comfey', 'Moltres-Galar', 'Archaludon', 'Ogerpon-Wellspring', 'Glastrier']",1
"['Skeledirge', 'Ninetales-Alola', 'Raging Bolt', 'Sinistcha', 'Landorus-Therian', 'Milotic']","['Tyranitar', 'Corviknight', 'Garchomp', 'Gholdengo', 'Iron Bundle', 'Excadrill']",0
"['Urshifu-*', 'Magmar', 'Baxcalibur', 'Gholdengo', 'Suicune', 'Enamorus']","['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Ogerpon-Hearthflame', 'Ursaluna-Bloodmoon', 'Farigiraf', 'Urshifu-*', 'Tornadus', 'Incineroar']","['Tornadus', 'Farigiraf', 'Chi-Yu', 'Primarina', 'Raging Bolt', 'Ogerpon']",1
"['Sylveon', 'Urshifu-*', 'Amoonguss', 'Heatran', 'Gyarados', 'Raging Bolt']","['Rillaboom', 'Landorus', 'Chien-Pao', 'Incineroar', 'Raging Bolt', 'Flutter Mane']",0
"['Palafin', 'Rillaboom', 'Incineroar', 'Farigiraf', 'Gholdengo', 'Urshifu-*']","['Chien-Pao', 'Dragapult', 'Heatran', 'Farigiraf', 'Rillaboom']",1
"['Palafin', 'Rillaboom', 'Incineroar', 'Farigiraf', 'Gholdengo', 'Urshifu-*']","['Chien-Pao', 'Dragapult', 'Heatran', 'Farigiraf', 'Rillaboom']",0
"['Palafin', 'Rillaboom', 'Incineroar', 'Farigiraf', 'Gholdengo', 'Urshifu-*']","['Chien-Pao', 'Dragapult', 'Heatran', 'Farigiraf', 'Rillaboom']",1
"['Incineroar', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Raging Bolt', 'Urshifu-*']","['Moltres-Galar', 'Raichu', 'Whimsicott', 'Chien-Pao', 'Arcanine-Hisui', 'Clefairy']",1
"['Chi-Yu', 'Flutter Mane', 'Kingambit', 'Ogerpon-Wellspring', 'Tornadus', 'Landorus']","['Tornadus', 'Raging Bolt', 'Ogerpon-Wellspring', 'Urshifu-*', 'Archaludon', 'Flutter Mane']",0
"['Okidogi', 'Grimmsnarl', 'Ogerpon-Wellspring', 'Iron Jugulis', 'Arcanine-Hisui', 'Flutter Mane']","['Annihilape', 'Ogerpon-Wellspring', 'Grimmsnarl', 'Gouging Fire', 'Flutter Mane']",0
